solver;instance_source_file_name;time_limit;time;gap;nodes;best_solution;best_bound;matrix_constraints;matrix_variables;matrix_nonzeros;matrix_post_constraints;matrix_post_variables;matrix_post_nonzeros;first_relaxed;first_solution_BestInteger;first_solution_CutsBestBound;cut_info_best_bound;cut_info_best_solution;cut_info_time;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_IMPLIED_BOUND;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_GUB_COVER;cut_info_IMPLIED_BOUND;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF
GUROBI;14Cap20.txt;120;29,33;0;23221,0;2254,1;2254,1;200;7030;13960;200;7030;13960;1318,3;6331,8;1318,3;2153,81503;2524,6;0,0;124;285;120;24;;151;47;5;124;285;120;24;;;151;47;5;124;285;120;24;;;;151;47;5;124;285;120;24;;151;47;5
CBC;14Cap20.txt;120;119,89;4,749344766930528;4615;2274,0;2165,9999;200;7030;13960;200;7030;13960;2165,9999;6318,1;2165,9999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;14Cap20.txt;300;16,11;0;12147,0;2254,1;2253,879378;200;7030;13960;200;6682;13264;0,0;57635,8;0,0;2177,1414;2390,6;2,27;171;734;17;7;;64;;47;171;734;17;7;;;64;;47;171;734;17;7;;;;64;;47;171;734;17;7;;64;;47
GUROBI;14Cap20.txt;300;29,09;0;23221,0;2254,1;2254,1;200;7030;13960;200;7030;13960;1318,3;6331,8;1318,3;2153,81503;2524,6;0,0;124;285;120;24;;151;47;5;124;285;120;24;;;151;47;5;124;285;120;24;;;;151;47;5;124;285;120;24;;151;47;5
CBC;14Cap20.txt;300;299,5;2,1179447650090353;11333;2270,3;2222,2163;200;7030;13960;200;7030;13960;2165,9999;6318,1;2165,9999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;14Cap20.txt;600;16,16;0;12147,0;2254,1;2253,879378;200;7030;13960;200;6682;13264;0,0;57635,8;0,0;2177,1414;2390,6;2,27;171;734;17;7;;64;;47;171;734;17;7;;;64;;47;171;734;17;7;;;;64;;47;171;734;17;7;;64;;47
GUROBI;14Cap20.txt;600;28,99;0;23221,0;2254,1;2254,1;200;7030;13960;200;7030;13960;1318,3;6331,8;1318,3;2153,81503;2524,6;0,0;124;285;120;24;;151;47;5;124;285;120;24;;;151;47;5;124;285;120;24;;;;151;47;5;124;285;120;24;;151;47;5
CBC;14Cap20.txt;600;476,87;0;17910;2254,1;2254,1;200;7030;13960;200;7030;13960;2165,9999;6318,1;2165,9999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;14Cap30.txt;120;20,91;0;17356,0;2053,7;2053,4977942;200;7030;13960;200;7030;13960;0,0;77386,4;0,0;1949,1353;2280,9;2,63;221;652;15;10;;82;;35;221;652;15;10;;;82;;35;221;652;15;10;;;;82;;35;221;652;15;10;;82;;35
GUROBI;14Cap30.txt;120;28,49;0;18453,0;2053,7;2053,7;200;7030;13960;200;7030;13960;1008,53333;5813,8;1008,53333;1929,27884;2394,2;0,0;202;426;23;24;;102;36;4;202;426;23;24;;;102;36;4;202;426;23;24;;;;102;36;4;202;426;23;24;;102;36;4
CBC;14Cap30.txt;120;119,86;5,825168191278247;4132;2066,1;1945,7462;200;7030;13960;200;7030;13960;1945,7462;6465,2;1945,7462;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;14Cap30.txt;300;20,44;0;17356,0;2053,7;2053,4977942;200;7030;13960;200;7030;13960;0,0;77386,4;0,0;1949,1353;2280,9;2,65;221;652;15;10;;82;;35;221;652;15;10;;;82;;35;221;652;15;10;;;;82;;35;221;652;15;10;;82;;35
GUROBI;14Cap30.txt;300;27,81;0;18453,0;2053,7;2053,7;200;7030;13960;200;7030;13960;1008,53333;5813,8;1008,53333;1929,27884;2394,2;0,0;202;426;23;24;;102;36;4;202;426;23;24;;;102;36;4;202;426;23;24;;;;102;36;4;202;426;23;24;;102;36;4
CBC;14Cap30.txt;300;299,79;5,541715617262976;10786;2059,9;1945,7462;200;7030;13960;200;7030;13960;1945,7462;6465,2;1945,7462;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;14Cap30.txt;600;20,4;0;17356,0;2053,7;2053,4977942;200;7030;13960;200;7030;13960;0,0;77386,4;0,0;1949,1353;2280,9;2,63;221;652;15;10;;82;;35;221;652;15;10;;;82;;35;221;652;15;10;;;;82;;35;221;652;15;10;;82;;35
GUROBI;14Cap30.txt;600;28,04;0;18453,0;2053,7;2053,7;200;7030;13960;200;7030;13960;1008,53333;5813,8;1008,53333;1929,27884;2394,2;0,0;202;426;23;24;;102;36;4;202;426;23;24;;;102;36;4;202;426;23;24;;;;102;36;4;202;426;23;24;;102;36;4
CBC;14Cap30.txt;600;493,24;0;15995;2053,7;2053,7;200;7030;13960;200;7030;13960;1945,7462;6465,2;1945,7462;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;14Cap40.txt;120;14,9;0;7786,0;1998,2;1998,0018743;200;7030;13960;200;7029;13958;0,0;97035,7;0,0;1885,0846;2189,8;3,09;281;618;14;12;;86;;18;281;618;14;12;;;86;;18;281;618;14;12;;;;86;;18;281;618;14;12;;86;;18
GUROBI;14Cap40.txt;120;17,96;0;7588,0;1998,2;1998,2;200;7030;13960;200;7030;13960;842,1;5539,0;842,1;1869,4332;2126,4;1,0;254;391;57;34;;135;47;4;254;391;57;34;;;135;47;4;254;391;57;34;;;;135;47;4;254;391;57;34;;135;47;4
CBC;14Cap40.txt;120;119,92;7,062305833620987;4064;2027,9;1884,6835;200;7030;13960;200;7030;13960;1884,6835;5670,6;1884,6835;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;14Cap40.txt;300;14,97;0;7786,0;1998,2;1998,0018743;200;7030;13960;200;7029;13958;0,0;97035,7;0,0;1885,0846;2189,8;3,11;281;618;14;12;;86;;18;281;618;14;12;;;86;;18;281;618;14;12;;;;86;;18;281;618;14;12;;86;;18
GUROBI;14Cap40.txt;300;17,96;0;7588,0;1998,2;1998,2;200;7030;13960;200;7030;13960;842,1;5539,0;842,1;1869,4332;2126,4;1,0;254;391;57;34;;135;47;4;254;391;57;34;;;135;47;4;254;391;57;34;;;;135;47;4;254;391;57;34;;135;47;4
CBC;14Cap40.txt;300;299,81;6,887826688404715;10693;2024,1;1884,6835;200;7030;13960;200;7030;13960;1884,6835;5670,6;1884,6835;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;14Cap40.txt;600;14,97;0;7786,0;1998,2;1998,0018743;200;7030;13960;200;7029;13958;0,0;97035,7;0,0;1885,0846;2189,8;3,09;281;618;14;12;;86;;18;281;618;14;12;;;86;;18;281;618;14;12;;;;86;;18;281;618;14;12;;86;;18
GUROBI;14Cap40.txt;600;17,97;0;7588,0;1998,2;1998,2;200;7030;13960;200;7030;13960;842,1;5539,0;842,1;1869,4332;2126,4;1,0;254;391;57;34;;135;47;4;254;391;57;34;;;135;47;4;254;391;57;34;;;;135;47;4;254;391;57;34;;135;47;4
CBC;14Cap40.txt;600;404,27;0;12503;1998,2;1998,2;200;7030;13960;200;7030;13960;1884,6835;5670,6;1884,6835;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;14Cap50.txt;120;12,46;0;6969,0;1995,8;1995,6135734;200;7030;13960;200;6770;13440;0,0;116495,7;0,0;1873,2841;2119,0;3,62;322;605;9;4;;93;;18;322;605;9;4;;;93;;18;322;605;9;4;;;;93;;18;322;605;9;4;;93;;18
GUROBI;14Cap50.txt;120;15,19;0;8723,0;1995,8;1995,8;200;7030;13960;200;7030;13960;736,6;5747,8;736,6;1813,14099;2282,5;0,0;295;434;25;27;;124;50;6;295;434;25;27;;;124;50;6;295;434;25;27;;;;124;50;6;295;434;25;27;;124;50;6
CBC;14Cap50.txt;120;119,97;6,936862257583289;3919;2011,0;1871,4997;200;7030;13960;200;7030;13960;1871,4997;6008,7;1871,4997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;14Cap50.txt;300;12,38;0;6969,0;1995,8;1995,6135734;200;7030;13960;200;6770;13440;0,0;116495,7;0,0;1873,2841;2119,0;3,57;322;605;9;4;;93;;18;322;605;9;4;;;93;;18;322;605;9;4;;;;93;;18;322;605;9;4;;93;;18
GUROBI;14Cap50.txt;300;15,22;0;8723,0;1995,8;1995,8;200;7030;13960;200;7030;13960;736,6;5747,8;736,6;1813,14099;2282,5;0,0;295;434;25;27;;124;50;6;295;434;25;27;;;124;50;6;295;434;25;27;;;;124;50;6;295;434;25;27;;124;50;6
CBC;14Cap50.txt;300;237,07;0;7187;1995,8;1995,8;200;7030;13960;200;7030;13960;1871,4997;6008,7;1871,4997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;14Cap50.txt;600;12,36;0;6969,0;1995,8;1995,6135734;200;7030;13960;200;6770;13440;0,0;116495,7;0,0;1873,2841;2119,0;3,59;322;605;9;4;;93;;18;322;605;9;4;;;93;;18;322;605;9;4;;;;93;;18;322;605;9;4;;93;;18
GUROBI;14Cap50.txt;600;15,21;0;8723,0;1995,8;1995,8;200;7030;13960;200;7030;13960;736,6;5747,8;736,6;1813,14099;2282,5;0,0;295;434;25;27;;124;50;6;295;434;25;27;;;124;50;6;295;434;25;27;;;;124;50;6;295;434;25;27;;124;50;6
CBC;14Cap50.txt;600;235,97;0;7187;1995,8;1995,8;200;7030;13960;200;7030;13960;1871,4997;6008,7;1871,4997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;15Cap10.txt;120;11,18;0;7471,0;2886,1;2885,8282245;200;7118;14136;200;2563;5026;0,0;33910,2;0,0;2846,2566;2916,8;3,75;80;443;9;15;;53;;31;80;443;9;15;;;53;;31;80;443;9;15;;;;53;;31;80;443;9;15;;53;;31
GUROBI;15Cap10.txt;120;15,28;0;11778,0;2886,1;2886,1;200;7118;14136;200;7118;14136;2133,0;7613,8;2133,0;2830,38765;3044,2;0,0;59;168;118;30;;98;37;9;59;168;118;30;;;98;37;9;59;168;118;30;;;;98;37;9;59;168;118;30;;98;37;9
CBC;15Cap10.txt;120;81,29;0;3606;2886,1;2886,1;200;7118;14136;200;7118;14136;2835,3534;3769,9;2835,3534;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;15Cap10.txt;300;11,25;0;7471,0;2886,1;2885,8282245;200;7118;14136;200;2563;5026;0,0;33910,2;0,0;2846,2566;2916,8;3,79;80;443;9;15;;53;;31;80;443;9;15;;;53;;31;80;443;9;15;;;;53;;31;80;443;9;15;;53;;31
GUROBI;15Cap10.txt;300;15,28;0;11778,0;2886,1;2886,1;200;7118;14136;200;7118;14136;2133,0;7613,8;2133,0;2830,38765;3044,2;0,0;59;168;118;30;;98;37;9;59;168;118;30;;;98;37;9;59;168;118;30;;;;98;37;9;59;168;118;30;;98;37;9
CBC;15Cap10.txt;300;81,34;0;3606;2886,1;2886,1;200;7118;14136;200;7118;14136;2835,3534;3769,9;2835,3534;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;15Cap10.txt;600;11,22;0;7471,0;2886,1;2885,8282245;200;7118;14136;200;2563;5026;0,0;33910,2;0,0;2846,2566;2916,8;3,78;80;443;9;15;;53;;31;80;443;9;15;;;53;;31;80;443;9;15;;;;53;;31;80;443;9;15;;53;;31
GUROBI;15Cap10.txt;600;15,39;0;11778,0;2886,1;2886,1;200;7118;14136;200;7118;14136;2133,0;7613,8;2133,0;2830,38765;3044,2;0,0;59;168;118;30;;98;37;9;59;168;118;30;;;98;37;9;59;168;118;30;;;;98;37;9;59;168;118;30;;98;37;9
CBC;15Cap10.txt;600;81,48;0;3606;2886,1;2886,1;200;7118;14136;200;7118;14136;2835,3534;3769,9;2835,3534;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;15Cap20.txt;120;24,47;0;18981,0;2184,9;2184,6821339;200;7118;14136;200;6914;13728;0,0;53674,2;0,0;2108,7059;2381,9;2,47;166;736;20;10;;52;;34;166;736;20;10;;;52;;34;166;736;20;10;;;;52;;34;166;736;20;10;;52;;34
GUROBI;15Cap20.txt;120;70,27;0;46167,0;2184,9;2184,9;200;7118;14136;200;7118;14136;1336,9;6513,7;1336,9;2091,71283;2457,5;0,0;124;285;145;29;;187;48;2;124;285;145;29;;;187;48;2;124;285;145;29;;;;187;48;2;124;285;145;29;;187;48;2
CBC;15Cap20.txt;120;119,87;5,018616949152545;5298;2212,5;2101,4631;200;7118;14136;200;7118;14136;2101,4631;6288,6;2101,4631;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;15Cap20.txt;300;24,53;0;18981,0;2184,9;2184,6821339;200;7118;14136;200;6914;13728;0,0;53674,2;0,0;2108,7059;2381,9;2,32;166;736;20;10;;52;;34;166;736;20;10;;;52;;34;166;736;20;10;;;;52;;34;166;736;20;10;;52;;34
GUROBI;15Cap20.txt;300;71,34;0;46167,0;2184,9;2184,9;200;7118;14136;200;7118;14136;1336,9;6513,7;1336,9;2091,71283;2457,5;0,0;124;285;145;29;;187;48;2;124;285;145;29;;;187;48;2;124;285;145;29;;;;187;48;2;124;285;145;29;;187;48;2
CBC;15Cap20.txt;300;299,8;2,8642395480225895;11624;2212,5;2149,1287;200;7118;14136;200;7118;14136;2101,4631;6288,6;2101,4631;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;15Cap20.txt;600;23,57;0;18981,0;2184,9;2184,6821339;200;7118;14136;200;6914;13728;0,0;53674,2;0,0;2108,7059;2381,9;2,31;166;736;20;10;;52;;34;166;736;20;10;;;52;;34;166;736;20;10;;;;52;;34;166;736;20;10;;52;;34
GUROBI;15Cap20.txt;600;70,07;0;46167,0;2184,9;2184,9;200;7118;14136;200;7118;14136;1336,9;6513,7;1336,9;2091,71283;2457,5;0,0;124;285;145;29;;187;48;2;124;285;145;29;;;187;48;2;124;285;145;29;;;;187;48;2;124;285;145;29;;187;48;2
CBC;15Cap20.txt;600;599,67;0,2924161288846228;20993;2184,9;2178,511;200;7118;14136;200;7118;14136;2101,4631;6288,6;2101,4631;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;15Cap30.txt;120;11,51;0;6088,0;1944,9;1944,7538127;200;7118;14136;200;7107;14114;0,0;71077,8;0,0;1863,2556;2115,3;2,51;225;691;18;10;;92;;16;225;691;18;10;;;92;;16;225;691;18;10;;;;92;;16;225;691;18;10;;92;;16
GUROBI;15Cap30.txt;120;19,52;0;10306,0;1944,9;1944,9;200;7118;14136;200;7118;14136;1025,76667;5920,8;1025,76667;1844,23173;2344,4;0,0;198;429;35;26;;118;32;6;198;429;35;26;;;118;32;6;198;429;35;26;;;;118;32;6;198;429;35;26;;118;32;6
CBC;15Cap30.txt;120;95,65;0;1746;1944,9;1944,9;200;7118;14136;200;7118;14136;1863,0307;5894,8;1863,0307;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;15Cap30.txt;300;11,39;0;6088,0;1944,9;1944,7538127;200;7118;14136;200;7107;14114;0,0;71077,8;0,0;1863,2556;2115,3;2,46;225;691;18;10;;92;;16;225;691;18;10;;;92;;16;225;691;18;10;;;;92;;16;225;691;18;10;;92;;16
GUROBI;15Cap30.txt;300;19,53;0;10306,0;1944,9;1944,9;200;7118;14136;200;7118;14136;1025,76667;5920,8;1025,76667;1844,23173;2344,4;0,0;198;429;35;26;;118;32;6;198;429;35;26;;;118;32;6;198;429;35;26;;;;118;32;6;198;429;35;26;;118;32;6
CBC;15Cap30.txt;300;95,8;0;1746;1944,9;1944,9;200;7118;14136;200;7118;14136;1863,0307;5894,8;1863,0307;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;15Cap30.txt;600;11,45;0;6088,0;1944,9;1944,7538127;200;7118;14136;200;7107;14114;0,0;71077,8;0,0;1863,2556;2115,3;2,51;225;691;18;10;;92;;16;225;691;18;10;;;92;;16;225;691;18;10;;;;92;;16;225;691;18;10;;92;;16
GUROBI;15Cap30.txt;600;19,5;0;10306,0;1944,9;1944,9;200;7118;14136;200;7118;14136;1025,76667;5920,8;1025,76667;1844,23173;2344,4;0,0;198;429;35;26;;118;32;6;198;429;35;26;;;118;32;6;198;429;35;26;;;;118;32;6;198;429;35;26;;118;32;6
CBC;15Cap30.txt;600;95,59;0;1746;1944,9;1944,9;200;7118;14136;200;7118;14136;1863,0307;5894,8;1863,0307;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;15Cap40.txt;120;13,05;0;6441,0;1890,4;1890,4;200;7118;14136;200;7116;14132;0,0;91446,2;0,0;1800,1511;2112,5;2,98;259;628;19;20;;101;;24;259;628;19;20;;;101;;24;259;628;19;20;;;;101;;24;259;628;19;20;;101;;24
GUROBI;15Cap40.txt;120;15,51;0;7040,0;1890,4;1890,4;200;7118;14136;200;7118;14136;855,1;5940,8;855,1;1763,41523;2253,4;0,0;250;480;33;23;;121;42;4;250;480;33;23;;;121;42;4;250;480;33;23;;;;121;42;4;250;480;33;23;;121;42;4
CBC;15Cap40.txt;120;65,58;0;1258;1890,4;1890,4;200;7118;14136;200;7118;14136;1799,0849;6019,4;1799,0849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;15Cap40.txt;300;12,98;0;6441,0;1890,4;1890,4;200;7118;14136;200;7116;14132;0,0;91446,2;0,0;1800,1511;2112,5;2,98;259;628;19;20;;101;;24;259;628;19;20;;;101;;24;259;628;19;20;;;;101;;24;259;628;19;20;;101;;24
GUROBI;15Cap40.txt;300;15,45;0;7040,0;1890,4;1890,4;200;7118;14136;200;7118;14136;855,1;5940,8;855,1;1763,41523;2253,4;0,0;250;480;33;23;;121;42;4;250;480;33;23;;;121;42;4;250;480;33;23;;;;121;42;4;250;480;33;23;;121;42;4
CBC;15Cap40.txt;300;65,42;0;1258;1890,4;1890,4;200;7118;14136;200;7118;14136;1799,0849;6019,4;1799,0849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;15Cap40.txt;600;13,02;0;6441,0;1890,4;1890,4;200;7118;14136;200;7116;14132;0,0;91446,2;0,0;1800,1511;2112,5;2,97;259;628;19;20;;101;;24;259;628;19;20;;;101;;24;259;628;19;20;;;;101;;24;259;628;19;20;;101;;24
GUROBI;15Cap40.txt;600;15,5;0;7040,0;1890,4;1890,4;200;7118;14136;200;7118;14136;855,1;5940,8;855,1;1763,41523;2253,4;0,0;250;480;33;23;;121;42;4;250;480;33;23;;;121;42;4;250;480;33;23;;;;121;42;4;250;480;33;23;;121;42;4
CBC;15Cap40.txt;600;65,42;0;1258;1890,4;1890,4;200;7118;14136;200;7118;14136;1799,0849;6019,4;1799,0849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;15Cap50.txt;120;14,55;0;4634,0;1879,7;1879,5274044;200;7118;14136;200;4706;9312;0,0;113060,3;0,0;1789,9272;1969,2;3,53;312;565;14;5;;92;;32;312;565;14;5;;;92;;32;312;565;14;5;;;;92;;32;312;565;14;5;;92;;32
GUROBI;15Cap50.txt;120;12,94;0;6131,0;1879,7;1879,7;200;7118;14136;200;7118;14136;744,3;5809,9;744,3;1755,02597;2266,2;0,0;291;467;27;26;;108;54;2;291;467;27;26;;;108;54;2;291;467;27;26;;;;108;54;2;291;467;27;26;;108;54;2
CBC;15Cap50.txt;120;119,92;7,294483294483291;4055;1930,5;1789,68;200;7118;14136;200;7118;14136;1789,68;6292,7;1789,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;15Cap50.txt;300;14,66;0;4634,0;1879,7;1879,5274044;200;7118;14136;200;4706;9312;0,0;113060,3;0,0;1789,9272;1969,2;3,51;312;565;14;5;;92;;32;312;565;14;5;;;92;;32;312;565;14;5;;;;92;;32;312;565;14;5;;92;;32
GUROBI;15Cap50.txt;300;12,92;0;6131,0;1879,7;1879,7;200;7118;14136;200;7118;14136;744,3;5809,9;744,3;1755,02597;2266,2;0,0;291;467;27;26;;108;54;2;291;467;27;26;;;108;54;2;291;467;27;26;;;;108;54;2;291;467;27;26;;108;54;2
CBC;15Cap50.txt;300;204,37;0;6233;1879,7;1879,7;200;7118;14136;200;7118;14136;1789,68;6292,7;1789,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;15Cap50.txt;600;14,56;0;4634,0;1879,7;1879,5274044;200;7118;14136;200;4706;9312;0,0;113060,3;0,0;1789,9272;1969,2;3,55;312;565;14;5;;92;;32;312;565;14;5;;;92;;32;312;565;14;5;;;;92;;32;312;565;14;5;;92;;32
GUROBI;15Cap50.txt;600;12,94;0;6131,0;1879,7;1879,7;200;7118;14136;200;7118;14136;744,3;5809,9;744,3;1755,02597;2266,2;0,0;291;467;27;26;;108;54;2;291;467;27;26;;;108;54;2;291;467;27;26;;;;108;54;2;291;467;27;26;;108;54;2
CBC;15Cap50.txt;600;205,09;0;6233;1879,7;1879,7;200;7118;14136;200;7118;14136;1789,68;6292,7;1789,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;16Cap10.txt;120;1,68;0;306,0;2926,4;2926,4;200;7153;14206;193;1155;2216;0,0;34722,8;0,0;2908,6299;2928,5;1,48;82;274;12;20;;52;;70;82;274;12;20;;;52;;70;82;274;12;20;;;;52;;70;82;274;12;20;;52;;70
GUROBI;16Cap10.txt;120;2,35;0;2267,0;2926,4;2926,4;200;7153;14206;200;7153;14206;2297,0;7808,4;2297,0;2897,09176;2970,9;1,0;59;192;;;;85;19;8;59;192;;;;;85;19;8;59;192;;;;;;85;19;8;59;192;;;;85;19;8
CBC;16Cap10.txt;120;26,41;0;1237;2926,400000000001;2926,400000000001;200;7153;14206;200;7153;14206;2899,6936;3341,0;2899,6936;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;16Cap10.txt;300;1,71;0;306,0;2926,4;2926,4;200;7153;14206;193;1155;2216;0,0;34722,8;0,0;2908,6299;2928,5;1,51;82;274;12;20;;52;;70;82;274;12;20;;;52;;70;82;274;12;20;;;;52;;70;82;274;12;20;;52;;70
GUROBI;16Cap10.txt;300;2,36;0;2267,0;2926,4;2926,4;200;7153;14206;200;7153;14206;2297,0;7808,4;2297,0;2897,09176;2970,9;1,0;59;192;;;;85;19;8;59;192;;;;;85;19;8;59;192;;;;;;85;19;8;59;192;;;;85;19;8
CBC;16Cap10.txt;300;26,43;0;1237;2926,400000000001;2926,400000000001;200;7153;14206;200;7153;14206;2899,6936;3341,0;2899,6936;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;16Cap10.txt;600;1,68;0;306,0;2926,4;2926,4;200;7153;14206;193;1155;2216;0,0;34722,8;0,0;2908,6299;2928,5;1,47;82;274;12;20;;52;;70;82;274;12;20;;;52;;70;82;274;12;20;;;;52;;70;82;274;12;20;;52;;70
GUROBI;16Cap10.txt;600;2,35;0;2267,0;2926,4;2926,4;200;7153;14206;200;7153;14206;2297,0;7808,4;2297,0;2897,09176;2970,9;1,0;59;192;;;;85;19;8;59;192;;;;;85;19;8;59;192;;;;;;85;19;8;59;192;;;;85;19;8
CBC;16Cap10.txt;600;26,32;0;1237;2926,400000000001;2926,400000000001;200;7153;14206;200;7153;14206;2899,6936;3341,0;2899,6936;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;16Cap20.txt;120;13,11;0;8868,0;2235,6;2235,3794879;200;7153;14206;200;4007;7914;0,0;56685,0;0,0;2173,358;2352,7;2,78;151;731;22;7;;88;;28;151;731;22;7;;;88;;28;151;731;22;7;;;;88;;28;151;731;22;7;;88;;28
GUROBI;16Cap20.txt;120;18,11;0;16201,0;2235,6;2235,6;200;7153;14206;200;7153;14206;1447,4;6399,1;1447,4;2145,70969;2334,8;0,0;108;309;125;25;;122;42;4;108;309;125;25;;;122;42;4;108;309;125;25;;;;122;42;4;108;309;125;25;;122;42;4
CBC;16Cap20.txt;120;119,89;3,337722785545176;5064;2238,7;2163,9784;200;7153;14206;200;7153;14206;2163,9784;6358,6;2163,9784;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;16Cap20.txt;300;13,03;0;8868,0;2235,6;2235,3794879;200;7153;14206;200;4007;7914;0,0;56685,0;0,0;2173,358;2352,7;2,7;151;731;22;7;;88;;28;151;731;22;7;;;88;;28;151;731;22;7;;;;88;;28;151;731;22;7;;88;;28
GUROBI;16Cap20.txt;300;18,01;0;16201,0;2235,6;2235,6;200;7153;14206;200;7153;14206;1447,4;6399,1;1447,4;2145,70969;2334,8;0,0;108;309;125;25;;122;42;4;108;309;125;25;;;122;42;4;108;309;125;25;;;;122;42;4;108;309;125;25;;122;42;4
CBC;16Cap20.txt;300;192,4;0;7579;2235,6;2235,6;200;7153;14206;200;7153;14206;2163,9784;6358,6;2163,9784;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;16Cap20.txt;600;13,14;0;8868,0;2235,6;2235,3794879;200;7153;14206;200;4007;7914;0,0;56685,0;0,0;2173,358;2352,7;2,76;151;731;22;7;;88;;28;151;731;22;7;;;88;;28;151;731;22;7;;;;88;;28;151;731;22;7;;88;;28
GUROBI;16Cap20.txt;600;18,02;0;16201,0;2235,6;2235,6;200;7153;14206;200;7153;14206;1447,4;6399,1;1447,4;2145,70969;2334,8;0,0;108;309;125;25;;122;42;4;108;309;125;25;;;122;42;4;108;309;125;25;;;;122;42;4;108;309;125;25;;122;42;4
CBC;16Cap20.txt;600;192,23;0;7579;2235,6;2235,6;200;7153;14206;200;7153;14206;2163,9784;6358,6;2163,9784;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;16Cap30.txt;120;18,97;0;13875,0;2032,1;2031,9025725;200;7153;14206;200;7153;14206;0,0;77734,4;0,0;1936,6176;2147,4;3,16;215;697;17;9;;68;;30;215;697;17;9;;;68;;30;215;697;17;9;;;;68;;30;215;697;17;9;;68;;30
GUROBI;16Cap30.txt;120;40,67;0;36273,0;2032,1;2032,1;200;7153;14206;200;7153;14206;1111,26667;6072,5;1111,26667;1888,55093;2339,9;0,0;187;451;33;26;;105;33;2;187;451;33;26;;;105;33;2;187;451;33;26;;;;105;33;2;187;451;33;26;;105;33;2
CBC;16Cap30.txt;120;119,91;4,93824614930367;3705;2032,1;1931,7499;200;7153;14206;200;7153;14206;1931,7499;5753,5;1931,7499;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
